frame,blink,gaze_vel,AU1-neg,AU1-pos,AU2-neg,AU2-pos,AU3-neg,AU3-pos,AU4-neg,AU4-pos,AU5-neg,AU5-pos,AU6-neg,AU6-pos,AU7-neg,AU7-pos,AU8-neg,AU8-pos,AU9-neg,AU9-pos,AU10-neg,AU10-pos,AU11-neg,AU11-pos,AU12-neg,AU12-pos
7020,1,30.98614220758462,-0.0780,-2.5901,-0.0118,-4.4449,-0.8531,-0.5553,-0.3667,-1.1809,-2.2408,-0.1125,-0.2425,-1.5354,-1.6466,-0.2141,-0.3389,-1.2468,-0.2733,-1.4307,-0.8332,-0.5704,-0.1998,-1.7089,-0.0611,-2.8262
7050,1,39.792044676636145,-0.2118,-1.6563,-0.0331,-3.4262,-0.5770,-0.8246,-0.3931,-1.1238,-2.0544,-0.1372,-0.2571,-1.4843,-1.8272,-0.1754,-0.1865,-1.7710,-0.3468,-1.2275,-0.7808,-0.6126,-0.1850,-1.7785,-0.4334,-1.0451
7080,0,26.907364209864753,-0.1400,-2.0352,-0.0707,-2.6849,-0.0595,-2.8510,-0.3816,-1.1481,-1.6048,-0.2243,-0.2790,-1.4128,-3.6007,-0.0277,-0.0928,-2.4237,-0.6094,-0.7846,-0.6483,-0.7401,-0.5357,-0.8800,-0.2475,-1.5177
7110,1,49.09960536939156,-0.0612,-2.8243,-0.0425,-3.1794,-0.1972,-1.7206,-0.2202,-1.6213,-1.3912,-0.2861,-0.0643,-2.7758,-1.7687,-0.1870,-0.1975,-1.7191,-1.0852,-0.4122,-0.3533,-1.2120,-0.2289,-1.5866,-0.1568,-1.9302
7140,0,35.22759420977669,-0.0865,-2.4903,-0.0148,-4.2181,-0.5050,-0.9251,-0.5892,-0.8092,-1.8955,-0.1628,-0.2459,-1.5232,-2.5159,-0.0842,-0.1553,-1.9389,-0.0732,-2.6513,-0.5645,-0.8408,-0.2362,-1.5589,-0.1292,-2.1102
7170,1,41.50380006154264,-0.6883,-0.6981,-0.1299,-2.1053,-0.0430,-3.1676,-0.3010,-1.3473,-0.7908,-0.6042,-0.1138,-2.2294,-2.1090,-0.1294,-0.1244,-2.1462,-0.2336,-1.5685,-1.1569,-0.3775,-0.3802,-1.1511,-0.4469,-1.0206
7200,1,50.31149787542221,-0.0153,-4.1868,-0.0087,-4.7461,-0.0387,-3.2706,-0.0850,-2.5069,-1.1521,-0.3798,-0.0252,-3.6953,-1.6815,-0.2059,-0.0651,-2.7647,-0.0755,-2.6214,-0.1451,-2.0021,-0.0661,-2.7496,-0.0339,-3.4016
7230,0,55.30037647750685,-0.3178,-1.3010,-0.1896,-1.7561,-0.3073,-1.3295,-0.5935,-0.8039,-1.1655,-0.3736,-0.1854,-1.7764,-2.5698,-0.0796,-0.3622,-1.1911,-0.3581,-1.2006,-0.6476,-0.7408,-0.4049,-1.0997,-0.0674,-2.7308
7260,2,68.88490661813098,-2.1706,-0.1212,-0.1569,-1.9297,-1.2553,-0.3355,-0.6465,-0.7421,-2.7375,-0.0669,-0.3923,-1.1256,-1.0408,-0.4357,-0.2011,-1.7027,-0.3401,-1.2438,-2.0864,-0.1325,-0.1701,-1.8553,-1.0561,-0.4274
7290,0,28.708189748879313,-0.1353,-2.0670,-0.1241,-2.1479,-0.0184,-4.0036,-0.5493,-0.8613,-1.1070,-0.4013,-0.3471,-1.2266,-3.4455,-0.0324,-0.1475,-1.9866,-0.1108,-2.2547,-0.4077,-1.0942,-0.1616,-1.9021,-0.0189,-3.9765
7320,0,67.3241996967372,-0.2720,-1.4349,-0.1210,-2.1720,-0.0769,-2.6039,-0.2830,-1.4006,-0.4790,-0.9660,-0.4938,-0.9424,-1.4472,-0.2682,-0.1306,-2.0999,-0.4637,-0.9915,-0.6396,-0.7498,-0.0062,-5.0877,-0.0702,-2.6917
7350,1,58.53236204228561,-0.0227,-3.7966,-0.0217,-3.8397,-0.0282,-3.5823,-0.3176,-1.3016,-1.0759,-0.4170,-0.3072,-1.3300,-2.8358,-0.0605,-0.5802,-0.8205,-0.5098,-0.9178,-0.6354,-0.7544,-0.1750,-1.8294,-0.0923,-2.4289
7380,0,120.82549741200633,-0.0192,-3.9645,-0.0085,-4.7736,-0.0775,-2.5961,-1.0872,-0.4112,-2.2499,-0.1114,-0.4558,-1.0050,-2.1205,-0.1278,-0.3358,-1.2545,-0.5193,-0.9037,-0.4052,-1.0991,-0.4177,-1.0746,-0.1373,-2.0536
7410,1,91.92080657759195,-0.0054,-5.2186,-0.0059,-5.1400,-0.0141,-4.2692,-0.4103,-1.0890,-1.3913,-0.2860,-0.1300,-2.1047,-2.2435,-0.1121,-0.2999,-1.3506,-0.7075,-0.6790,-0.3002,-1.3496,-0.3504,-1.2187,-0.1243,-2.1464
7440,1,31.496912340499055,-0.0067,-5.0054,-0.0052,-5.2689,-0.0122,-4.4164,-0.2008,-1.7040,-0.8315,-0.5716,-0.0799,-2.5669,-1.7402,-0.1930,-0.1893,-1.7576,-0.8778,-0.5374,-0.3168,-1.3038,-0.2774,-1.4178,-0.2432,-1.5332
7470,1,29.510103039580244,-0.0068,-4.9996,-0.0056,-5.1897,-0.0074,-4.9059,-0.1745,-1.8318,-0.7929,-0.6024,-0.0517,-2.9881,-1.4906,-0.2552,-0.2433,-1.5327,-1.2711,-0.3292,-0.2833,-1.3997,-0.2502,-1.5081,-0.3006,-1.3485
7500,3,35.93028115735129,-0.0095,-4.6588,-0.0029,-5.8428,-0.0124,-4.4000,-0.1608,-1.9069,-0.9263,-0.5042,-0.0431,-3.1653,-1.5675,-0.2339,-0.1457,-1.9983,-0.9363,-0.4977,-0.1675,-1.8691,-0.1471,-1.9893,-0.0554,-2.9205
7530,1,24.893527221659486,-0.0015,-6.5282,-0.0010,-6.9090,-0.0136,-4.3063,-0.1448,-2.0042,-0.8883,-0.5300,-0.0666,-2.7427,-1.2512,-0.3371,-0.1786,-1.8108,-0.8579,-0.5518,-0.0730,-2.6539,-0.1365,-2.0587,-0.0229,-3.7875
7560,0,12.832302579336034,-0.0026,-5.9374,-0.0014,-6.5635,-0.0249,-3.7044,-0.1635,-1.8917,-1.6354,-0.2168,-0.0327,-3.4356,-0.7966,-0.5994,-0.1717,-1.8464,-0.7577,-0.6325,-0.0607,-2.8322,-0.0288,-3.5627,-0.0171,-4.0756
7590,0,15.531650863025794,-0.0015,-6.5308,-0.0017,-6.3780,-0.0145,-4.2417,-0.2515,-1.5033,-1.2853,-0.3237,-0.0776,-2.5953,-1.7262,-0.1960,-0.2455,-1.5246,-1.6538,-0.2123,-0.2976,-1.3571,-0.1601,-1.9109,-0.1553,-1.9390
7620,1,15.204352183572881,-0.0023,-6.0881,-0.0020,-6.2267,-0.0183,-4.0109,-0.2093,-1.6668,-1.4284,-0.2740,-0.0540,-2.9457,-1.1857,-0.3646,-0.2333,-1.5697,-1.5291,-0.2443,-0.1762,-1.8231,-0.0809,-2.5546,-0.0985,-2.3665
7650,0,10.165969777619607,-0.0032,-5.7529,-0.0032,-5.7476,-0.0209,-3.8768,-0.1446,-2.0050,-1.3975,-0.2840,-0.0706,-2.6855,-1.1409,-0.3850,-0.2237,-1.6072,-1.3938,-0.2852,-0.1642,-1.8874,-0.1028,-2.3260,-0.1087,-2.2732
7680,1,19.636055178395406,-0.0089,-4.7235,-0.0089,-4.7295,-0.0129,-4.3568,-0.1308,-2.0990,-1.2747,-0.3278,-0.0532,-2.9594,-1.1991,-0.3588,-0.3294,-1.2707,-1.2432,-0.3403,-0.1966,-1.7233,-0.0613,-2.8225,-0.2118,-1.6560
7710,0,16.73260814948686,-0.0051,-5.2813,-0.0038,-5.5718,-0.0628,-2.7985,-0.1359,-2.0632,-1.4749,-0.2598,-0.0578,-2.8794,-0.9866,-0.4666,-0.1409,-2.0294,-1.1749,-0.3694,-0.1932,-1.7389,-0.0699,-2.6961,-0.2129,-1.6516
7740,1,23.263996093708883,-0.0046,-5.3877,-0.0049,-5.3302,-0.0166,-4.1038,-0.1554,-1.9383,-1.1177,-0.3960,-0.0394,-3.2546,-1.3569,-0.2977,-0.1213,-2.1696,-1.5847,-0.2294,-0.1700,-1.8558,-0.0618,-2.8142,-0.1617,-1.9016
7770,3,25.19630596547997,-0.0055,-5.2117,-0.0128,-4.3646,-0.0497,-3.0271,-0.1151,-2.2188,-1.8476,-0.1715,-0.0571,-2.8913,-0.7707,-0.6211,-0.1749,-1.8295,-1.1006,-0.4045,-0.2723,-1.4340,-0.0386,-3.2727,-0.2348,-1.5639
7800,0,11.46263630072775,-0.0029,-5.8449,-0.0045,-5.3973,-0.0145,-4.2391,-0.1142,-2.2265,-0.6385,-0.7510,-0.0624,-2.8060,-1.2136,-0.3526,-0.1782,-1.8126,-1.1789,-0.3676,-0.2727,-1.4326,-0.0919,-2.4327,-0.4036,-1.1023
7830,0,30.12251124932164,-0.0065,-5.0432,-0.0098,-4.6281,-0.0222,-3.8175,-0.0846,-2.5123,-0.3504,-1.2187,-0.2620,-1.4677,-1.7666,-0.1874,-0.3422,-1.2387,-0.4188,-1.0725,-0.0713,-2.6757,-0.0942,-2.4091,-0.0530,-2.9639
7860,1,19.789328395907457,-0.0035,-5.6659,-0.0051,-5.2868,-0.0185,-4.0017,-0.0705,-2.6878,-0.3937,-1.1225,-0.2444,-1.5287,-1.7710,-0.1865,-0.3893,-1.1318,-0.4718,-0.9779,-0.0832,-2.5276,-0.0800,-2.5649,-0.0476,-3.0686
7890,1,29.48327687769896,-0.0037,-5.6010,-0.0038,-5.5791,-0.0118,-4.4447,-0.0823,-2.5387,-0.3473,-1.2261,-0.1469,-1.9903,-1.7895,-0.1828,-0.2750,-1.4252,-0.7564,-0.6337,-0.2325,-1.5728,-0.1776,-1.8156,-0.1221,-2.1631
7920,1,15.944506724017119,-0.0013,-6.6541,-0.0014,-6.6025,-0.0085,-4.7754,-0.0976,-2.3754,-0.4012,-1.1073,-0.1661,-1.8772,-1.7436,-0.1922,-0.2718,-1.4355,-0.9941,-0.4621,-0.2955,-1.3633,-0.2359,-1.5601,-0.1769,-1.8196
7950,1,13.707285323100612,-0.0016,-6.4633,-0.0009,-7.0154,-0.0060,-5.1199,-0.0794,-2.5733,-0.2991,-1.3529,-0.1138,-2.2300,-1.9293,-0.1569,-0.2323,-1.5736,-0.9478,-0.4903,-0.3203,-1.2942,-0.2201,-1.6216,-0.3462,-1.2288
7980,1,15.415544133286524,-0.0014,-6.5716,-0.0010,-6.8719,-0.0100,-4.6133,-0.0778,-2.5922,-0.4233,-1.0639,-0.1007,-2.3459,-1.6083,-0.2234,-0.2193,-1.6249,-1.1608,-0.3757,-0.3625,-1.1905,-0.2163,-1.6375,-0.2957,-1.3628
8010,0,5.424832799211338,-0.0011,-6.8195,-0.0010,-6.9333,-0.0098,-4.6337,-0.0814,-2.5488,-0.4411,-1.0310,-0.0789,-2.5791,-1.5692,-0.2335,-0.2045,-1.6877,-1.4384,-0.2709,-0.3722,-1.1686,-0.1987,-1.7139,-0.3062,-1.3327
8040,1,16.322296042565334,-0.0016,-6.4686,-0.0022,-6.1399,-0.0195,-3.9470,-0.1099,-2.2628,-0.8228,-0.5784,-0.1166,-2.2069,-1.3267,-0.3084,-0.2098,-1.6648,-0.9888,-0.4652,-0.2687,-1.4456,-0.1254,-2.1382,-0.2982,-1.3555
8070,1,16.873943680073943,-0.0020,-6.2013,-0.0025,-6.0085,-0.0182,-4.0159,-0.1063,-2.2943,-0.8897,-0.5290,-0.1013,-2.3399,-1.2534,-0.3362,-0.1543,-1.9449,-1.2367,-0.3430,-0.3359,-1.2541,-0.1496,-1.9739,-0.3786,-1.1546
8100,1,19.19838100479377,-0.0021,-6.1842,-0.0021,-6.1649,-0.0320,-3.4581,-0.1332,-2.0819,-1.0475,-0.4320,-0.0991,-2.3607,-1.0432,-0.4344,-0.1778,-1.8146,-1.2657,-0.3313,-0.2011,-1.7027,-0.0626,-2.8027,-0.2145,-1.6446
8130,0,9.963653275918537,-0.0015,-6.5068,-0.0025,-5.9893,-0.0170,-4.0837,-0.0893,-2.4602,-0.8413,-0.5642,-0.0711,-2.6791,-1.2204,-0.3497,-0.2963,-1.3609,-1.4808,-0.2581,-0.2176,-1.6319,-0.0755,-2.6211,-0.2809,-1.4070
8160,1,17.64310833039591,-0.0024,-6.0287,-0.0039,-5.5565,-0.0309,-3.4919,-0.1025,-2.3288,-1.0283,-0.4426,-0.1071,-2.2867,-1.1109,-0.3994,-0.1556,-1.9371,-1.3793,-0.2900,-0.2103,-1.6625,-0.0620,-2.8116,-0.2152,-1.6420
8190,1,27.066757554429703,-0.0025,-5.9994,-0.0035,-5.6505,-0.0401,-3.2367,-0.0987,-2.3643,-1.1905,-0.3625,-0.1034,-2.3206,-0.9313,-0.5010,-0.1912,-1.7486,-1.2727,-0.3286,-0.2145,-1.6447,-0.1057,-2.2996,-0.2082,-1.6717
8220,0,5.724786949177661,-0.0020,-6.2213,-0.0029,-5.8572,-0.0354,-3.3593,-0.0821,-2.5403,-1.1555,-0.3782,-0.0683,-2.7185,-0.8845,-0.5326,-0.1628,-1.8958,-1.1584,-0.3768,-0.1463,-1.9946,-0.0495,-3.0309,-0.1666,-1.8742
8250,1,12.349819752309935,-0.0020,-6.2066,-0.0035,-5.6559,-0.0314,-3.4776,-0.1085,-2.2750,-1.3918,-0.2859,-0.0722,-2.6645,-1.1016,-0.4040,-0.1944,-1.7334,-1.2949,-0.3201,-0.2131,-1.6507,-0.0550,-2.9272,-0.2297,-1.5838
8280,0,14.164549359575314,-0.0033,-5.7250,-0.0045,-5.4107,-0.0385,-3.2754,-0.1495,-1.9742,-1.1885,-0.3634,-0.0860,-2.4966,-1.2960,-0.3197,-0.2316,-1.5764,-1.4473,-0.2682,-0.1621,-1.8997,-0.0634,-2.7892,-0.1092,-2.2686
8310,1,8.046173650817812,-0.0022,-6.1051,-0.0045,-5.4044,-0.0335,-3.4128,-0.1137,-2.2304,-1.5429,-0.2405,-0.0600,-2.8425,-1.0441,-0.4339,-0.2316,-1.5762,-1.3541,-0.2987,-0.1965,-1.7238,-0.0542,-2.9422,-0.3093,-1.3241
8340,1,15.76032258357799,-0.0032,-5.7465,-0.0082,-4.8120,-0.0228,-3.7935,-0.1104,-2.2587,-1.2830,-0.3246,-0.0608,-2.8297,-1.3096,-0.3146,-0.1560,-1.9351,-1.3998,-0.2832,-0.1800,-1.8033,-0.0449,-3.1251,-0.1370,-2.0552
8370,0,35.31725684973813,-0.0028,-5.8690,-0.0027,-5.9238,-0.0169,-4.0889,-0.0599,-2.8442,-0.4213,-1.0676,-0.2089,-1.6685,-1.4601,-0.2642,-0.2372,-1.5549,-0.5026,-0.9288,-0.1389,-2.0429,-0.0988,-2.3641,-0.0363,-3.3333
8400,0,12.941146683956369,-0.0022,-6.1317,-0.0022,-6.1066,-0.0109,-4.5237,-0.0704,-2.6884,-0.4253,-1.0601,-0.1535,-1.9499,-1.5515,-0.2382,-0.2617,-1.4686,-0.5859,-0.8133,-0.1655,-1.8802,-0.1314,-2.0946,-0.0862,-2.4942
8430,1,13.84188352110721,-0.0012,-6.7090,-0.0010,-6.8701,-0.0077,-4.8690,-0.0664,-2.7455,-0.3144,-1.3100,-0.0930,-2.4210,-1.5686,-0.2336,-0.1817,-1.7949,-1.0149,-0.4501,-0.2675,-1.4494,-0.2469,-1.5198,-0.1314,-2.0943
8460,0,7.011557687836288,-0.0010,-6.8960,-0.0006,-7.4158,-0.0050,-5.2992,-0.0581,-2.8750,-0.3914,-1.1273,-0.0641,-2.7786,-1.3988,-0.2836,-0.1070,-2.2876,-1.0131,-0.4511,-0.3352,-1.2560,-0.3508,-1.2179,-0.2242,-1.6054
8490,0,6.200258356755223,-0.0020,-6.2235,-0.0014,-6.5883,-0.0080,-4.8323,-0.0755,-2.6215,-0.4361,-1.0400,-0.0839,-2.5196,-1.4388,-0.2708,-0.1175,-2.1992,-0.9071,-0.5170,-0.3049,-1.3363,-0.2323,-1.5735,-0.2358,-1.5602
8520,3,33.04539756711805,-0.0032,-5.7383,-0.0019,-6.2571,-0.0108,-4.5341,-0.0885,-2.4688,-0.5559,-0.8522,-0.0757,-2.6182,-1.2202,-0.3498,-0.1312,-2.0959,-0.9767,-0.4725,-0.3852,-1.1404,-0.2699,-1.4415,-0.3173,-1.3024
8550,0,5.742380643491505,-0.0027,-5.9078,-0.0027,-5.9261,-0.0099,-4.6193,-0.0886,-2.4679,-0.6855,-0.7008,-0.0763,-2.6109,-1.1646,-0.3741,-0.1623,-1.8981,-0.9959,-0.4611,-0.3369,-1.2517,-0.2833,-1.3996,-0.3220,-1.2900
8580,0,6.195943282550738,-0.0022,-6.1258,-0.0029,-5.8562,-0.0193,-3.9567,-0.1086,-2.2742,-1.0285,-0.4425,-0.0950,-2.4008,-0.9302,-0.5017,-0.2108,-1.6602,-0.6960,-0.6903,-0.3028,-1.3423,-0.1532,-1.9516,-0.3495,-1.2210
8610,1,15.486290473162224,-0.0015,-6.5331,-0.0023,-6.0915,-0.0148,-4.2183,-0.0972,-2.3796,-0.9196,-0.5086,-0.0937,-2.4139,-1.0149,-0.4501,-0.1441,-2.0086,-0.9514,-0.4881,-0.2522,-1.5008,-0.2059,-1.6815,-0.2463,-1.5217
8640,1,14.211719357033594,-0.0013,-6.6662,-0.0017,-6.3565,-0.0214,-3.8529,-0.0780,-2.5894,-0.9808,-0.4700,-0.0849,-2.5085,-0.9217,-0.5072,-0.1909,-1.7499,-0.7502,-0.6392,-0.2214,-1.6164,-0.1297,-2.1069,-0.2325,-1.5730
8670,0,19.202033677020918,-0.0014,-6.6066,-0.0014,-6.5902,-0.0051,-5.2833,-0.0687,-2.7118,-0.3878,-1.1350,-0.0625,-2.8040,-1.4433,-0.2694,-0.1448,-2.0039,-0.8019,-0.5951,-0.2629,-1.4645,-0.3897,-1.1310,-0.1916,-1.7466
8700,0,23.842263554221745,-0.0068,-4.9910,-0.0129,-4.3532,-0.0279,-3.5937,-0.0607,-2.8312,-0.3820,-1.1473,-0.1729,-1.8400,-1.6164,-0.2214,-0.1848,-1.7795,-0.3647,-1.1854,-0.1025,-2.3291,-0.1248,-2.1430,-0.0287,-3.5663
8730,1,21.136591978940665,-0.0016,-6.4571,-0.0017,-6.3799,-0.0072,-4.9407,-0.0802,-2.5625,-0.4732,-0.9755,-0.1295,-2.1084,-1.6061,-0.2240,-0.2060,-1.6810,-0.7142,-0.6725,-0.2157,-1.6400,-0.2230,-1.6100,-0.0958,-2.3932
8760,0,10.562558379030586,-0.0026,-5.9505,-0.0017,-6.3834,-0.0093,-4.6842,-0.0776,-2.5945,-0.5095,-0.9183,-0.1040,-2.3145,-1.4968,-0.2534,-0.1284,-2.1161,-0.5330,-0.8839,-0.1722,-1.8437,-0.1740,-1.8342,-0.0264,-3.6464
8790,1,15.892680721170427,-0.0017,-6.3618,-0.0009,-6.9897,-0.0055,-5.2001,-0.0905,-2.4471,-0.4378,-1.0368,-0.0883,-2.4711,-1.6873,-0.2046,-0.1428,-2.0168,-1.0012,-0.4580,-0.2389,-1.5487,-0.3912,-1.1278,-0.1422,-2.0206
8820,0,4.8498090606975355,-0.0016,-6.4122,-0.0012,-6.7638,-0.0063,-5.0696,-0.0720,-2.6670,-0.4028,-1.1039,-0.1062,-2.2952,-1.6346,-0.2170,-0.1458,-1.9977,-0.9407,-0.4949,-0.2513,-1.5042,-0.3542,-1.2097,-0.2600,-1.4743
8850,1,12.261892926465093,-0.0022,-6.1174,-0.0008,-7.0918,-0.0066,-5.0308,-0.0558,-2.9140,-0.3357,-1.2548,-0.0570,-2.8923,-1.2710,-0.3293,-0.0701,-2.6926,-0.7783,-0.6147,-0.1780,-1.8138,-0.2439,-1.5306,-0.0718,-2.6695
8880,1,13.57860579661647,-0.0013,-6.6405,-0.0008,-7.0848,-0.0067,-5.0034,-0.0860,-2.4963,-0.4547,-1.0069,-0.0859,-2.4967,-1.6911,-0.2037,-0.1742,-1.8336,-1.3388,-0.3040,-0.2631,-1.4638,-0.3071,-1.3302,-0.2844,-1.3963
8910,1,19.54041841722342,-0.0010,-6.9439,-0.0006,-7.3934,-0.0073,-4.9243,-0.0721,-2.6655,-0.4549,-1.0066,-0.0802,-2.5628,-1.5735,-0.2323,-0.1507,-1.9669,-1.0218,-0.4462,-0.2573,-1.4832,-0.2962,-1.3611,-0.2880,-1.3853
8940,0,5.91047938919607,-0.0015,-6.4874,-0.0008,-7.0850,-0.0056,-5.1857,-0.0918,-2.4335,-0.4847,-0.9568,-0.0576,-2.8830,-1.3377,-0.3044,-0.1290,-2.1121,-0.9852,-0.4674,-0.2353,-1.5624,-0.1660,-1.8777,-0.2151,-1.6424
8970,2,23.475918842453726,-0.0025,-5.9897,-0.0015,-6.5361,-0.0164,-4.1169,-0.0424,-3.1814,-0.4623,-0.9939,-0.0609,-2.8291,-0.9837,-0.4683,-0.0921,-2.4310,-0.4998,-0.9330,-0.1748,-1.8303,-0.4613,-0.9954,-0.0774,-2.5975
9000,1,23.275734190339897,-0.0011,-6.8298,-0.0010,-6.9290,-0.0067,-5.0137,-0.0685,-2.7156,-0.5574,-0.8503,-0.0451,-3.1206,-1.1374,-0.3866,-0.0583,-2.8717,-0.4357,-1.0408,-0.2231,-1.6098,-0.2511,-1.5049,-0.0745,-2.6342
9030,0,22.077015192955333,-0.0017,-6.3922,-0.0020,-6.2030,-0.0532,-2.9593,-0.0498,-3.0236,-1.1394,-0.3857,-0.1182,-2.1937,-0.8264,-0.5756,-0.0491,-3.0374,-0.4110,-1.0877,-0.1039,-2.3158,-0.0522,-2.9788,-0.0343,-3.3895
9060,0,10.195047540336434,-0.0014,-6.5592,-0.0019,-6.2854,-0.0864,-2.4913,-0.0684,-2.7165,-1.5742,-0.2322,-0.0763,-2.6108,-0.6710,-0.7158,-0.0681,-2.7206,-0.4671,-0.9857,-0.1100,-2.2622,-0.0756,-2.6196,-0.0742,-2.6382
9090,0,34.525988742039324,-0.0125,-4.3890,-0.0139,-4.2857,-0.0666,-2.7425,-0.0435,-3.1564,-0.5745,-0.8278,-0.3796,-1.1525,-1.1659,-0.3735,-0.2969,-1.3591,-0.5004,-0.9322,-0.0905,-2.4478,-0.1583,-1.9216,-0.0210,-3.8749
9120,0,27.85157512346301,-0.0169,-4.0889,-0.0155,-4.1727,-0.0333,-3.4198,-0.0307,-3.4990,-0.2922,-1.3730,-0.2031,-1.6938,-1.1873,-0.3639,-0.2232,-1.6092,-0.4906,-0.9475,-0.0789,-2.5783,-0.0937,-2.4146,-0.0147,-4.2305
9150,1,25.33334133545334,-0.0119,-4.4334,-0.0105,-4.5619,-0.0647,-2.7695,-0.0529,-2.9650,-0.5604,-0.8462,-0.2172,-1.6334,-1.4581,-0.2648,-0.1407,-2.0308,-0.2678,-1.4486,-0.0549,-2.9300,-0.0363,-3.3334,-0.0026,-5.9597
9180,1,22.02540063571322,-0.0083,-4.7928,-0.0022,-6.1425,-1.0600,-0.4254,-0.1412,-2.0273,-1.8633,-0.1686,-0.0396,-3.2487,-0.7324,-0.6554,-0.1182,-2.1937,-0.2163,-1.6372,-0.3212,-1.2919,-0.0597,-2.8475,-0.0655,-2.7579
9210,1,25.397731716697415,-0.0026,-5.9568,-0.0008,-7.1176,-1.5399,-0.2413,-0.1069,-2.2891,-1.8934,-0.1632,-0.1295,-2.1082,-0.7208,-0.6663,-0.0511,-2.9987,-0.3875,-1.1356,-0.2380,-1.5522,-0.1364,-2.0594,-0.0624,-2.8054
9240,0,23.193817224427093,-0.0158,-4.1574,-0.0029,-5.8564,-1.9238,-0.1579,-0.1047,-2.3088,-2.1033,-0.1302,-0.0831,-2.5290,-0.4652,-0.9888,-0.0611,-2.8261,-0.3451,-1.2316,-0.6640,-0.7231,-0.1308,-2.0989,-0.3824,-1.1463
9270,0,14.297136213961839,-0.0204,-3.9040,-0.0064,-5.0604,-2.0566,-0.1368,-0.0737,-2.6448,-2.2675,-0.1093,-0.0618,-2.8145,-0.3053,-1.3352,-0.0763,-2.6110,-0.1497,-1.9728,-0.5835,-0.8163,-0.0704,-2.6888,-0.6521,-0.7359
9300,0,12.264315960834816,-0.0360,-3.3431,-0.0056,-5.1925,-2.7017,-0.0694,-0.0623,-2.8064,-2.3061,-0.1050,-0.0637,-2.7847,-0.2872,-1.3878,-0.0829,-2.5314,-0.1610,-1.9056,-0.6376,-0.7519,-0.0805,-2.5600,-0.3099,-1.3224
9330,0,5.46291077108891,-0.0241,-3.7373,-0.0055,-5.2107,-2.7307,-0.0674,-0.0585,-2.8672,-2.3607,-0.0991,-0.0661,-2.7497,-0.3177,-1.3014,-0.0857,-2.4990,-0.1714,-1.8483,-0.7774,-0.6154,-0.0541,-2.9434,-0.4954,-0.9398
9360,0,20.53932658322589,-0.0322,-3.4514,-0.0063,-5.0753,-1.7231,-0.1966,-0.0850,-2.5077,-1.6341,-0.2171,-0.1027,-2.3271,-0.4027,-1.1041,-0.1397,-2.0375,-0.1541,-1.9461,-0.7037,-0.6827,-0.2021,-1.6983,-0.6372,-0.7524
9390,0,16.332210194538334,-0.0256,-3.6784,-0.0046,-5.3929,-1.3063,-0.3158,-0.0765,-2.6090,-1.8792,-0.1657,-0.1278,-2.1202,-0.4395,-1.0337,-0.1156,-2.2149,-0.1863,-1.7720,-0.7036,-0.6828,-0.2902,-1.3788,-0.1842,-1.7825
